prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Considering the statement, ""I make rash decisions"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip150,d10-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.962368721271506,-4.820995807647705,-6.869014263153076,-1.4473358392715454,-2.1461100578308105,-0.5089336633682251
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Considering the statement, ""I panic easily"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip26,d10-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9581586197328037,-5.495643615722656,-7.237739562988281,-1.8586275577545166,-2.706037759780884,-0.3138239085674286
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Evaluating the statement, ""I believe that others have good intentions"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip34,d10-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9851572248018947,-7.384502410888672,-9.54025936126709,-3.047511100769043,-2.732333183288574,-0.13705727458000183
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Evaluating the statement, ""I do a lot in my spare time"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip77,d10-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.985981732987118,-6.519085884094238,-9.485939979553223,-2.8709726333618164,-2.129471778869629,-0.21209615468978882
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Evaluating the statement, ""I prefer to stick with things that I know"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip138,d10-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9867465809972653,-6.926074504852295,-9.604089736938477,-3.259561777114868,-2.418010950088501,-0.15292580425739288
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Reflecting on the statement, ""Forgives others easily"", please rate your level of agreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-AGR,bf17,d10-rf2,plk-bfi-3,likert5_numeric,none,llama2:7b-chat,5,0.935516964774581,-6.110151290893555,-8.611456871032715,-2.681978225708008,-2.640697479248047,-0.23145855963230133
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Reflecting on the statement, ""I insult people"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip229,d10-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9759905927084265,-4.3747100830078125,-6.1924238204956055,-1.099609136581421,-2.7090280055999756,-0.5766962170600891
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Reflecting on the statement, ""I look down on others"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip164,d10-rf2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,3,0.9735117105310652,-4.263540267944336,-6.031238555908203,-0.7589800357818604,-2.8647196292877197,-0.8395750522613525
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Regarding the statement, ""I can't make up my mind"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip116,d10-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9673047665139238,-7.200734615325928,-8.628805160522461,-2.472156286239624,-1.949735403060913,-0.3015572726726532
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Regarding the statement, ""I cheer people up"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip122,d10-rg6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9766285569655384,-8.10584545135498,-8.966379165649414,-3.1413867473602295,-1.9186923503875732,-0.24057263135910034
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Regarding the statement, ""[REDACTED]"", please indicate to what extent this is characteristic or uncharacteristic of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,ANGR,bpaq15,d10-rg6,plk-bpaq-109,likert5_numeric,none,llama2:7b-chat,5,0.9819021566175211,-5.510138511657715,-7.702710151672363,-2.0154616832733154,-0.9221999645233154,-0.8063094615936279
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Thinking about the statement, ""I can't stand weak people"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip299,d10-th2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9579959559318284,-6.5155158042907715,-8.500201225280762,-2.7057807445526123,-2.8738276958465576,-0.18270748853683472
"For the following task, respond in a way that matches this description: ""I can never decide between a chili corn dog and a cheesy hot dog. I drive more than an hour each way to work. I prefer the night to the day, but I love sunshine. I am a grandparent at 44."". Thinking about the statement, ""I love to daydream"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip63,d10-th2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9773094257525723,-5.90815544128418,-7.671422004699707,-1.2461787462234497,-2.558934211730957,-0.49571141600608826
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""I adapt easily to new situations"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip271,d41-cs6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9812003422117409,-6.462995529174805,-9.495243072509766,-2.7700254917144775,-1.7584477663040161,-0.2949182093143463
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""I cheer people up"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip122,d41-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9782666997791891,-5.53565788269043,-8.06225872039795,-1.5251948833465576,-1.8675410747528076,-0.5076205730438232
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""I dislike changes"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip168,d41-cs6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9608424101951016,-6.173645973205566,-8.358258247375488,-1.9902478456497192,-2.0402071475982666,-0.3683702051639557
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""I lose my temper"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip126,d41-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9772170032728575,-5.059100151062012,-7.514981269836426,-1.7312804460525513,-1.879569172859192,-0.4453383982181549
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""[REDACTED]"", indicate to what extent you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas12,d41-cs6,plk-panas-0,likert5_numeric,none,llama2:7b-chat,5,0.9906070391081282,-7.136716365814209,-9.7372407913208,-3.597092866897583,-1.9536317586898804,-0.1977303922176361
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""[REDACTED]"", please rate how much you agree or disagree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,NA,panas8,d41-cs6,plk-panas-109,likert5_numeric,none,llama2:7b-chat,5,0.9711670194402364,-5.916018962860107,-8.503350257873535,-2.0211997032165527,-1.4952406883239746,-0.4917139708995819
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Considering the statement, ""[REDACTED]"", rate how characteristic this is of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,PHYS,bpaq8,d41-cs6,plk-bpaq-0,likert5_numeric,none,llama2:7b-chat,4,0.9841419694920374,-6.858415126800537,-8.469171524047852,-1.897971749305725,-0.36069455742836,-1.9964443445205688
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Evaluating the statement, ""I feel others' emotions"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip43,d41-ev2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9536774567088826,-5.3977437019348145,-7.6176533699035645,-0.983515202999115,-1.8296780586242676,-0.8814072012901306
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Evaluating the statement, ""I make rash decisions"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip150,d41-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9741237048961197,-4.3586039543151855,-7.563530445098877,-1.302484154701233,-1.7144657373428345,-0.6755176782608032
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Evaluating the statement, ""Keeps their thoughts to themselves"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-EXT,bf6,d41-ev2,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9467682555108907,-3.961186408996582,-8.26524543762207,-1.8207426071166992,-1.9662580490112305,-0.46906760334968567
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Reflecting on the statement, ""I get to work at once"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip115,d41-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9754105538780247,-5.121705532073975,-8.970658302307129,-2.271087169647217,-1.4905924797058105,-0.4449153244495392
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Reflecting on the statement, ""I know how to get things done"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip155,d41-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9860297903345154,-6.237576484680176,-9.096348762512207,-2.186141014099121,-1.7432527542114258,-0.361453115940094
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Reflecting on the statement, ""Is sad, depressed"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf4,d41-rf2,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9113882161546643,-2.760734796524048,-7.547910213470459,-1.9683821201324463,-2.05177903175354,-0.5457156300544739
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Reflecting on the statement, ""Isn't very organized"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-CON,bf18,d41-rf2,plk-bfi-103,likert5_numeric,none,llama2:7b-chat,5,0.9322515970825667,-4.194651126861572,-7.318840503692627,-1.9336531162261963,-1.4958631992340088,-0.6017745137214661
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Regarding the statement, ""I am afraid to draw attention to myself"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip106,d41-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9837119728481243,-5.115289688110352,-7.966754913330078,-1.8601189851760864,-1.4047356843948364,-0.5511704683303833
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Regarding the statement, ""I am comfortable in unfamiliar situations"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip226,d41-rg6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9910194398523761,-6.056746959686279,-8.777292251586914,-2.1932480335235596,-2.207026720046997,-0.26534396409988403
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Regarding the statement, ""I like to begin new things"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip108,d41-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9898725679483451,-5.417035102844238,-9.310507774353027,-2.7057411670684814,-1.922999620437622,-0.2583133578300476
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Regarding the statement, ""I suffer from others' sorrows"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip119,d41-rg6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9706198583970629,-6.580060005187988,-8.649152755737305,-2.237384080886841,-1.8210383653640747,-0.3560153543949127
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Regarding the statement, ""Is sad, depressed"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf4,d41-rg6,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9070472855926323,-2.876857042312622,-7.533935070037842,-2.2613937854766846,-2.1625587940216064,-0.46050387620925903
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""Doesn't like artistic things (plays, music)"", please rate how much you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf41,d41-th2,plk-bfi-109,likert5_numeric,none,llama2:7b-chat,5,0.9650199934126955,-3.598004102706909,-7.66420316696167,-1.5681120157241821,-2.280258893966675,-0.4676443636417389
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I am attached to conventional ways"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip288,d41-th2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.966111758004862,-5.247860908508301,-7.7954559326171875,-1.3520517349243164,-1.7727899551391602,-0.6313485503196716
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I can handle a lot of information"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip113,d41-th2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9795216163684264,-6.202159404754639,-8.931303024291992,-2.1355605125427246,-1.822431206703186,-0.3601757287979126
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I demand quality"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip200,d41-th2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.978585485368292,-5.332217693328857,-7.635643482208252,-1.1624809503555298,-1.667291283607483,-0.7511955499649048
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I keep my cool"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip246,d41-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9679872337258795,-5.948378562927246,-8.851493835449219,-2.3459291458129883,-1.8074008226394653,-0.34899628162384033
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I love a good fight"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip169,d41-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9528509359560491,-6.11364221572876,-8.574504852294922,-2.3421757221221924,-1.7145589590072632,-0.3940976560115814
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I obstruct others' plans"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip279,d41-th2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9660524664018125,-4.272176742553711,-7.248950958251953,-1.3165102005004883,-1.9297990798950195,-0.6196298003196716
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""I use others for my own ends"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip99,d41-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9289673078071139,-4.733128547668457,-7.535622596740723,-1.6031075716018677,-2.0189762115478516,-0.5351639986038208
